id,title,description,category,price,rating,search_text
519,Children's Illustrated Storybook Lite,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,16.73,4.0,Children's Illustrated Storybook Lite. Colorful picture book with moral tales for bedtime reading ages 4-8.. Category: Books & Stationery
520,Tablet Stand Adjustable Ultra - Black,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Highly rated by customers.",Electronics,265.63,4.4,"Tablet Stand Adjustable Ultra - Black. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Highly rated by customers.. Category: Electronics"
521,Adjustable Dumbbell Set Plus - Navy,Space-saving adjustable weights from 5 to 52.5 lbs for home strength training.,Sports & Outdoors,365.01,4.4,Adjustable Dumbbell Set Plus - Navy. Space-saving adjustable weights from 5 to 52.5 lbs for home strength training.. Category: Sports & Outdoors
522,Massage Gun Percussion Classic - Gray,Cordless deep tissue massager with adjustable speeds for muscle soreness relief.,Health & Wellness,113.37,3.1,Massage Gun Percussion Classic - Gray. Cordless deep tissue massager with adjustable speeds for muscle soreness relief.. Category: Health & Wellness
523,Meditation and Mindfulness Workbook - White,"Guided exercises for stress relief, breathing techniques, and daily calm. Eco-friendly packaging.",Books & Stationery,43.16,3.1,"Meditation and Mindfulness Workbook - White. Guided exercises for stress relief, breathing techniques, and daily calm. Eco-friendly packaging.. Category: Books & Stationery"
524,Massage Gun Percussion Pro,Cordless deep tissue massager with adjustable speeds for muscle soreness relief.,Health & Wellness,59.7,4.2,Massage Gun Percussion Pro. Cordless deep tissue massager with adjustable speeds for muscle soreness relief.. Category: Health & Wellness
525,Coconut Body Lotion Plus,Rich moisturizing lotion with natural coconut extract for soft smooth skin.,Beauty & Personal Care,33.96,4.8,Coconut Body Lotion Plus. Rich moisturizing lotion with natural coconut extract for soft smooth skin.. Category: Beauty & Personal Care
526,Hardcover Notebook A5 Ruled Essential - Navy,200-page journal with thick paper suitable for fountain pens and bullet journaling.,Books & Stationery,21.59,3.9,Hardcover Notebook A5 Ruled Essential - Navy. 200-page journal with thick paper suitable for fountain pens and bullet journaling.. Category: Books & Stationery
527,Cotton Crew Neck T-Shirt Pack Deluxe,"Breathable everyday tees in assorted colors, machine washable and durable. Eco-friendly packaging.",Clothing,17.5,3.9,"Cotton Crew Neck T-Shirt Pack Deluxe. Breathable everyday tees in assorted colors, machine washable and durable. Eco-friendly packaging.. Category: Clothing"
528,Protein Powder Whey Isolate Lite,"Low-carb post-workout supplement with 25g protein per serving, vanilla flavor.",Health & Wellness,175.65,4.7,"Protein Powder Whey Isolate Lite. Low-carb post-workout supplement with 25g protein per serving, vanilla flavor.. Category: Health & Wellness"
529,Blue Light Blocking Glasses Plus,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,95.02,4.6,Blue Light Blocking Glasses Plus. Computer glasses reducing eye strain during long screen sessions.. Category: Health & Wellness
530,Waterproof Rain Jacket Unisex Deluxe,"Lightweight packable rain shell with hood, ideal for travel and commuting. Free shipping eligible.",Clothing,214.39,3.7,"Waterproof Rain Jacket Unisex Deluxe. Lightweight packable rain shell with hood, ideal for travel and commuting. Free shipping eligible.. Category: Clothing"
531,Sun Protection UV Shirt Essential,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.",Clothing,141.06,4.5,"Sun Protection UV Shirt Essential. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.. Category: Clothing"
532,Bamboo Cutting Board Set Classic,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,227.26,3.8,Bamboo Cutting Board Set Classic. Eco-friendly boards in three sizes with juice grooves for meal prep.. Category: Home & Kitchen
533,Calligraphy Pen Set Essential,"Dip pens, ink, and practice sheets for hand lettering beginners.",Books & Stationery,15.52,3.9,"Calligraphy Pen Set Essential. Dip pens, ink, and practice sheets for hand lettering beginners.. Category: Books & Stationery"
534,Wool Blend Sweater - Red,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,230.96,3.7,"Wool Blend Sweater - Red. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.. Category: Clothing"
535,Programmable Coffee Maker Lite - Gray,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,341.79,3.6,"Programmable Coffee Maker Lite - Gray. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
536,Digital Body Weight Scale Ultra - Black,"Bluetooth smart scale tracking weight, BMI, and body composition trends. Highly rated by customers.",Health & Wellness,154.99,4.3,"Digital Body Weight Scale Ultra - Black. Bluetooth smart scale tracking weight, BMI, and body composition trends. Highly rated by customers.. Category: Health & Wellness"
537,Robot Vacuum Cleaner Ultra,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Highly rated by customers.",Home & Kitchen,177.08,3.5,"Robot Vacuum Cleaner Ultra. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Highly rated by customers.. Category: Home & Kitchen"
538,Calligraphy Pen Set Ultra,"Dip pens, ink, and practice sheets for hand lettering beginners. Highly rated by customers.",Books & Stationery,15.37,4.3,"Calligraphy Pen Set Ultra. Dip pens, ink, and practice sheets for hand lettering beginners. Highly rated by customers.. Category: Books & Stationery"
539,Resistance Bands Set Pro - Gray,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,129.65,4.3,Resistance Bands Set Pro - Gray. Five latex bands with handles and door anchor for full-body home workouts.. Category: Sports & Outdoors
540,Hydrating Moisturizer SPF 30 Lite,Daily facial lotion with broad spectrum sun protection and hyaluronic acid.,Beauty & Personal Care,55.46,4.1,Hydrating Moisturizer SPF 30 Lite. Daily facial lotion with broad spectrum sun protection and hyaluronic acid.. Category: Beauty & Personal Care
541,Remote Control Car Off-Road Essential - Gray,Rechargeable RC truck with shock absorbers for indoor and outdoor play.,Toys & Games,25.1,4.0,Remote Control Car Off-Road Essential - Gray. Rechargeable RC truck with shock absorbers for indoor and outdoor play.. Category: Toys & Games
542,Wool Blend Sweater Essential,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,215.96,3.9,"Wool Blend Sweater Essential. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.. Category: Clothing"
543,Memory Foam Pillow Queen Deluxe - Gray,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,20.48,3.7,Memory Foam Pillow Queen Deluxe - Gray. Ergonomic cervical support pillow for better sleep and neck alignment.. Category: Home & Kitchen
544,Thermal Base Layer Top Essential,"Moisture-wicking base layer for skiing, snowboarding, and winter sports.",Clothing,201.01,4.9,"Thermal Base Layer Top Essential. Moisture-wicking base layer for skiing, snowboarding, and winter sports.. Category: Clothing"
545,Robot Vacuum Cleaner Essential - Gray,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,63.79,4.1,"Robot Vacuum Cleaner Essential - Gray. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.. Category: Home & Kitchen"
546,Massage Gun Percussion Plus - Navy,Cordless deep tissue massager with adjustable speeds for muscle soreness relief.,Health & Wellness,33.64,4.1,Massage Gun Percussion Plus - Navy. Cordless deep tissue massager with adjustable speeds for muscle soreness relief.. Category: Health & Wellness
547,Art and Craft Supply Box Plus - Navy,"Glitter, glue, scissors, and paper assortment for creative kids projects.",Toys & Games,78.9,3.7,"Art and Craft Supply Box Plus - Navy. Glitter, glue, scissors, and paper assortment for creative kids projects.. Category: Toys & Games"
548,Robot Vacuum Cleaner Essential - Gray,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,68.96,4.9,"Robot Vacuum Cleaner Essential - Gray. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.. Category: Home & Kitchen"
549,Coconut Body Lotion,Rich moisturizing lotion with natural coconut extract for soft smooth skin.,Beauty & Personal Care,58.19,3.9,Coconut Body Lotion. Rich moisturizing lotion with natural coconut extract for soft smooth skin.. Category: Beauty & Personal Care
550,Lip Balm SPF 15 Pack Classic,Moisturizing lip protection with vitamin E for daily outdoor use.,Beauty & Personal Care,87.45,4.3,Lip Balm SPF 15 Pack Classic. Moisturizing lip protection with vitamin E for daily outdoor use.. Category: Beauty & Personal Care
551,Classic Novel Collection Box Set Classic,Timeless literature anthology with embossed hardcover bindings.,Books & Stationery,11.38,4.4,Classic Novel Collection Box Set Classic. Timeless literature anthology with embossed hardcover bindings.. Category: Books & Stationery
552,Weighted Blanket 15lb Deluxe,Calming blanket for improved sleep quality and reduced anxiety.,Home & Kitchen,107.58,4.3,Weighted Blanket 15lb Deluxe. Calming blanket for improved sleep quality and reduced anxiety.. Category: Home & Kitchen
553,Folding Camping Chair Plus - Gray,"Portable outdoor chair with cup holder, lightweight for beach and tailgating. Best seller in category.",Sports & Outdoors,271.45,3.5,"Folding Camping Chair Plus - Gray. Portable outdoor chair with cup holder, lightweight for beach and tailgating. Best seller in category.. Category: Sports & Outdoors"
554,Foam Roller Muscle Recovery Pro - White,High-density roller for myofascial release after workouts and physical therapy. Limited time offer.,Health & Wellness,167.68,4.5,Foam Roller Muscle Recovery Pro - White. High-density roller for myofascial release after workouts and physical therapy. Limited time offer.. Category: Health & Wellness
555,Outdoor Bubble Machine - Navy,Battery-powered bubble blower for birthday parties and backyard fun.,Toys & Games,39.22,3.9,Outdoor Bubble Machine - Navy. Battery-powered bubble blower for birthday parties and backyard fun.. Category: Toys & Games
556,Colored Pencil Art Set 48 Colors Pro - Red,Professional grade pencils with blending tools for drawing and sketching. Limited time offer.,Books & Stationery,25.53,4.6,Colored Pencil Art Set 48 Colors Pro - Red. Professional grade pencils with blending tools for drawing and sketching. Limited time offer.. Category: Books & Stationery
557,Portable Power Bank 20000mAh Classic,High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Free shipping eligible.,Electronics,591.98,3.9,Portable Power Bank 20000mAh Classic. High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Free shipping eligible.. Category: Electronics
558,Classic Novel Collection Box Set Pro - Black,Timeless literature anthology with embossed hardcover bindings.,Books & Stationery,44.98,4.2,Classic Novel Collection Box Set Pro - Black. Timeless literature anthology with embossed hardcover bindings.. Category: Books & Stationery
559,Blue Light Blocking Glasses Essential - Gray,Computer glasses reducing eye strain during long screen sessions. Highly rated by customers.,Health & Wellness,29.8,4.4,Blue Light Blocking Glasses Essential - Gray. Computer glasses reducing eye strain during long screen sessions. Highly rated by customers.. Category: Health & Wellness
560,Posture Corrector Back Brace Plus - Black,Adjustable shoulder support to improve desk posture and reduce slouching. Eco-friendly packaging.,Health & Wellness,194.64,4.8,Posture Corrector Back Brace Plus - Black. Adjustable shoulder support to improve desk posture and reduce slouching. Eco-friendly packaging.. Category: Health & Wellness
561,Retinol Night Cream Deluxe - Black,Anti-aging night moisturizer to smooth fine lines and even skin tone.,Beauty & Personal Care,45.36,4.5,Retinol Night Cream Deluxe - Black. Anti-aging night moisturizer to smooth fine lines and even skin tone.. Category: Beauty & Personal Care
562,Cycling Helmet Adult Deluxe - Gray,Ventilated road bike helmet with adjustable fit system and MIPS protection. Free shipping eligible.,Sports & Outdoors,39.49,4.5,Cycling Helmet Adult Deluxe - Gray. Ventilated road bike helmet with adjustable fit system and MIPS protection. Free shipping eligible.. Category: Sports & Outdoors
563,Thermal Base Layer Top Ultra - White,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.",Clothing,95.74,4.6,"Thermal Base Layer Top Ultra - White. Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.. Category: Clothing"
